*	* unknown
769651.91	-652612.72
769646.24	-652620.10
769633.99	-652632.81
769627.94	-652641.55
769620.97	-652654.11
769601.99	-652695.17
769591.87	-652716.84
769586.31	-652727.87
769579.79	-652736.78
769571.76	-652745.74
769565.91	-652751.84
769562.28	-652756.26
769559.54	-652761.12
769557.30	-652768.47
769555.43	-652780.46
769545.92	-652829.35
769542.51	-652845.43
769541.97	-652849.87
769541.08	-652857.26
769540.15	-652860.34
769539.11	-652862.90
769537.21	-652866.33
769534.23	-652869.09
769518.68	-652880.25
769506.24	-652890.49
769501.60	-652897.33
769487.13	-652924.66
769482.38	-652933.59
769463.06	-652969.78
769454.21	-652988.97
769445.40	-653009.26
769437.73	-653030.39
769435.49	-653035.23
769433.16	-653041.36
769424.68	-653067.82
769421.77	-653077.87
769418.93	-653084.45
769409.57	-653112.49
769405.52	-653127.58
769403.26	-653136.02
769399.42	-653151.98
769396.80	-653164.75
769393.22	-653183.38
769390.61	-653198.47
769386.10	-653230.16
769384.55	-653245.14
769383.04	-653293.86
769382.51	-653311.88
769381.43	-653364.71
769380.45	-653378.95
769379.41	-653385.89
769377.77	-653393.10
769375.70	-653400.25
769370.31	-653413.07
769362.14	-653433.07
769354.82	-653450.78
769347.41	-653468.62
769340.76	-653481.57
769333.59	-653493.79
769326.85	-653503.37
769303.01	-653534.71
769279.24	-653566.08
769276.38	-653570.76
769272.11	-653581.11
769268.69	-653591.10
769266.03	-653604.90
769265.25	-653618.98
769267.33	-653639.68
769269.86	-653660.13
769270.78	-653671.10
769270.26	-653680.35
769267.91	-653691.28
769262.82	-653704.37
769257.55	-653713.19
769251.84	-653720.60
769229.17	-653749.03
769221.15	-653758.71
769218.14	-653764.55
769214.62	-653780.33
769217.49	-653785.71
769217.27	-653789.91
769211.98	-653806.09
769204.37	-653819.51
769198.28	-653827.65
769195.98	-653829.87
769187.73	-653835.99
769182.36	-653842.12
769182.60	-653846.32
769184.03	-653850.96
769182.21	-653859.57
769180.29	-653870.02
769175.82	-653880.99
769173.87	-653887.57
769171.62	-653896.46
769170.46	-653904.23
769168.16	-653923.63
769166.01	-653931.10
769163.14	-653935.57
769155.64	-653944.75
769154.01	-653950.46
769153.95	-653956.42
769152.17	-653964.20
769149.02	-653969.55
769145.74	-653972.25
769141.01	-653977.33
769138.85	-653982.45
769135.43	-654006.05
769133.90	-654009.61
769131.24	-654013.49
769120.61	-654026.43
769114.93	-654030.12
769102.99	-654039.54
769096.77	-654042.99
769089.70	-654047.53
769083.26	-654050.72
769077.58	-654052.88
769070.38	-654054.96
769065.36	-654057.17
769064.29	-654059.18
769066.46	-654068.10
769068.03	-654070.40
769070.03	-654072.35
769078.35	-654078.48
769080.58	-654082.75
769079.87	-654088.79
769079.62	-654092.77
769078.68	-654097.48
769076.37	-654103.63
769075.09	-654108.60
769069.48	-654121.58
769065.37	-654125.28
769060.61	-654130.67
769055.88	-654136.47
769052.37	-654141.80
769043.51	-654154.42
769035.76	-654167.57
769030.93	-654174.65
769026.63	-654189.63
769025.62	-654194.57
769025.58	-654199.80
769025.93	-654201.71
769027.23	-654204.33
769030.53	-654209.22
769033.87	-654213.45
769034.15	-654215.29
769033.43	-654218.48
769033.56	-654221.95
769031.39	-654229.90
769021.98	-654248.72
769020.37	-654259.23
769016.14	-654271.68
769014.20	-654281.02
769014.08	-654283.55
769015.29	-654288.65
769017.41	-654292.46
769020.41	-654295.44
769022.71	-654296.81
769033.54	-654299.24
769036.92	-654299.04
769041.23	-654296.95
769042.36	-654292.48
769042.29	-654284.40
769043.61	-654282.01
769049.89	-654279.43
769053.37	-654279.07
769062.94	-654280.16
769082.36	-654283.46
769084.52	-654284.55
769088.45	-654288.35
769088.99	-654290.68
769086.74	-654294.90
769082.89	-654300.78
769079.82	-654304.29
769063.06	-654315.03
769053.30	-654322.90
769045.44	-654327.26
769042.22	-654330.41
769036.56	-654341.73
769036.07	-654349.75
769036.48	-654354.67
769037.03	-654356.82
769048.09	-654373.54
769048.49	-654376.49
769048.43	-654379.18
769048.13	-654381.15
769046.34	-654385.68
769044.68	-654390.73
769045.26	-654397.87
769045.79	-654410.36
769048.52	-654422.62
769049.89	-654425.32
769052.30	-654426.59
769061.90	-654425.79
769065.65	-654424.86
769068.71	-654422.94
769075.99	-654416.50
769078.03	-654413.60
769080.73	-654413.15
769088.18	-654419.43
769090.25	-654420.46
769097.61	-654421.26
769102.41	-654422.77
769110.41	-654426.37
769114.49	-654428.43
769119.11	-654431.76
769122.10	-654434.60
769125.48	-654443.60
769125.22	-654446.34
769122.46	-654447.40
769120.15	-654446.78
769112.16	-654444.65
769103.81	-654444.87
769100.82	-654446.12
769096.38	-654449.05
769090.90	-654451.10
769073.73	-654451.76
769069.34	-654449.44
769066.27	-654448.86
769059.08	-654451.46
769056.14	-654459.19
769054.08	-654466.64
769048.92	-654477.35
769045.02	-654487.99
769040.66	-654493.81
769039.68	-654496.86
769038.68	-654501.22
769040.74	-654507.96
769044.83	-654513.63
769047.24	-654518.60
769048.33	-654522.38
769048.88	-654525.56
769049.06	-654528.53
769048.99	-654531.83
769048.27	-654534.32
769047.81	-654542.42
769046.39	-654550.78
769044.20	-654557.47
769041.53	-654563.96
769041.92	-654575.52
769045.46	-654578.87
769049.34	-654580.36
769056.59	-654578.48
769067.96	-654565.14
769071.76	-654563.90
769077.66	-654567.73
769080.49	-654570.65
769082.89	-654574.77
769088.40	-654579.69
769090.48	-654582.55
769091.83	-654585.86
769092.29	-654588.88
769091.92	-654590.44
769089.67	-654595.26
769088.97	-654596.19
769085.32	-654598.12
769068.00	-654610.70
769063.49	-654611.88
769061.74	-654613.53
769059.95	-654617.99
769060.58	-654619.47
769062.03	-654621.91
769065.35	-654622.96
769068.62	-654624.62
769071.51	-654627.69
769074.86	-654631.92
769082.29	-654640.19
769090.42	-654648.61
769091.93	-654652.80
769102.25	-654659.99
769106.60	-654665.79
769107.52	-654668.50
769107.36	-654671.36
769105.40	-654676.19
769099.30	-654689.00
769093.66	-654699.94
769091.19	-654702.57
769086.73	-654705.21
769086.08	-654706.02
769086.22	-654708.81
769084.78	-654713.73
769083.43	-654716.02
769080.12	-654720.10
769077.11	-654732.41
769070.71	-654737.34
769064.36	-654742.70
769060.18	-654746.07
769051.34	-654750.47
769046.09	-654753.29
769042.34	-654758.09
769039.72	-654765.19
769037.54	-654771.96
769035.33	-654778.15
769032.58	-654785.22
769030.94	-654790.47
769029.85	-654793.49
769029.39	-654796.94
769031.54	-654800.17
769035.68	-654802.13
769043.51	-654802.09
769047.09	-654805.10
769053.68	-654809.84
769058.82	-654809.43
769059.92	-654804.22
769062.20	-654797.24
769065.68	-654792.88
769070.94	-654790.83
769076.16	-654793.89
769080.58	-654797.52
769087.16	-654802.30
769091.59	-654807.24
769095.42	-654814.28
769093.58	-654820.69
769082.41	-654820.94
769078.47	-654827.51
769076.18	-654833.27
769075.23	-654840.30
769075.70	-654844.06
769077.83	-654847.22
769080.61	-654849.85
769078.56	-654853.21
769072.43	-654857.39
769056.05	-654860.97
769051.62	-654865.23
769048.70	-654872.32
769046.15	-654881.31
769037.98	-654890.33
769034.55	-654893.72
769032.54	-654895.92
769029.95	-654899.74
769026.92	-654904.24
769022.66	-654910.53
769018.60	-654915.46
769015.56	-654918.94
769010.13	-654926.47
769010.39	-654930.20
769009.72	-654931.90
769011.36	-654939.15
769011.78	-654948.83
769011.97	-654953.05
769012.57	-654958.54
769015.74	-654964.25
769018.76	-654966.27
769018.63	-654974.31
769009.79	-654981.95
769004.62	-654984.06
769005.12	-654988.59
769008.16	-654996.60
769011.24	-655001.55
769010.99	-655006.10
769010.03	-655009.38
769006.65	-655011.17
769007.36	-655017.36
769007.40	-655022.59
769005.93	-655028.62
769003.48	-655035.95
769000.89	-655039.36
768996.76	-655050.17
768996.00	-655056.48
768993.10	-655064.23
768991.96	-655068.85
768989.38	-655076.72
768987.98	-655079.15
768990.56	-655082.95
768993.03	-655084.71
768996.12	-655086.55
769002.51	-655093.86
769002.86	-655095.86
769003.37	-655098.08
768997.82	-655105.29
768994.03	-655107.43
768987.89	-655108.21
768983.81	-655106.41
768979.71	-655108.72
768971.68	-655119.64
768970.09	-655123.77
768966.34	-655136.46
768966.22	-655142.86
768960.29	-655149.06
768959.14	-655155.27
768961.61	-655166.88
768964.73	-655188.25
768968.21	-655198.30
768970.96	-655204.90
768974.46	-655209.24
768980.79	-655217.11
768982.66	-655220.80
768984.38	-655224.17
768985.79	-655228.93
768988.62	-655239.06
768989.56	-655243.95
768989.75	-655252.07
768989.91	-655257.79
768989.68	-655269.16
768983.34	-655287.45
768982.18	-655294.36
768982.35	-655296.61
768984.74	-655307.97
768985.24	-655313.19
768985.49	-655322.99
768983.88	-655331.86
768982.88	-655334.54
768980.90	-655339.50
768974.95	-655347.22
768967.73	-655354.83
768961.12	-655359.39
768955.29	-655364.64
768950.08	-655371.22
768947.81	-655379.02
768947.81	-655387.41
768947.00	-655395.71
768944.71	-655399.97
768941.20	-655406.40
768936.06	-655418.83
768933.21	-655431.54
768933.04	-655434.32
768932.33	-655443.48
768933.88	-655454.01
768939.12	-655464.12
768943.32	-655476.64
768944.23	-655484.69
768945.73	-655497.53
768947.62	-655505.61
768947.23	-655516.89
768947.07	-655523.26
768948.40	-655531.48
768944.98	-655537.26
768940.12	-655543.44
768935.42	-655547.42
768931.50	-655550.47
768928.81	-655557.20
768924.51	-655568.46
768920.28	-655577.13
768919.30	-655581.64
768919.25	-655585.13
768920.30	-655590.41
768922.39	-655594.98
768924.90	-655602.36
768927.18	-655607.54
768927.71	-655614.69
768933.36	-655625.09
768934.20	-655633.05
768933.97	-655638.68
768929.74	-655642.87
768927.25	-655649.69
768926.31	-655655.93
768926.92	-655675.80
768929.69	-655681.25
768922.53	-655687.05
768924.55	-655693.97
768929.09	-655699.87
768932.55	-655705.32
768931.23	-655710.78
768931.90	-655717.61
768933.48	-655724.60
768943.48	-655740.67
768948.65	-655746.54
768952.26	-655753.44
768954.20	-655760.80
768953.28	-655769.30
768948.33	-655781.30
768947.70	-655785.84
768950.49	-655789.23
768956.52	-655791.17
768961.13	-655788.91
768965.24	-655790.85
768967.54	-655794.30
768967.49	-655803.28
768964.00	-655815.75
768965.44	-655821.91
768965.56	-655829.39
768965.75	-655836.01
768969.67	-655842.51
768977.50	-655851.57
768984.78	-655856.67
768986.75	-655865.04
768985.61	-655871.09
768982.41	-655879.64
768978.13	-655887.51
768973.97	-655895.47
768968.50	-655903.21
768961.36	-655912.79
768949.60	-655923.73
768943.50	-655927.92
768937.87	-655938.24
768932.79	-655946.23
768928.20	-655955.33
768925.64	-655961.87
768924.34	-655970.41
768924.63	-655977.60
768927.53	-655989.74
768931.13	-656002.62
768935.54	-656011.80
768938.58	-656026.12
768940.65	-656030.93
768942.13	-656034.97
768945.86	-656043.77
768946.88	-656047.81
768946.13	-656051.41
768937.90	-656058.30
768934.15	-656062.07
768930.58	-656066.73
768927.83	-656070.78
768923.92	-656078.69
768921.44	-656086.28
768913.92	-656119.82
768913.63	-656123.85
768914.33	-656128.03
768915.48	-656133.04
768916.25	-656140.36
768916.49	-656155.46
768915.70	-656158.76
768913.54	-656187.76
768913.76	-656193.98
768914.11	-656198.12
768917.69	-656209.94
768915.21	-656235.30
768912.34	-656239.41
768911.34	-656244.30
768912.52	-656248.84
768912.68	-656255.24
768903.87	-656274.30
768901.48	-656279.52
768897.24	-656295.50
768894.08	-656309.60
768892.80	-656320.66
768893.12	-656325.33
768892.78	-656332.32
768891.77	-656341.90
768891.08	-656346.13
768889.54	-656351.97
768888.66	-656358.25
768883.12	-656370.80
768868.35	-656401.97
768866.80	-656407.76
768864.33	-656420.19
768864.20	-656424.04
768864.87	-656431.04
768866.09	-656437.71
768866.42	-656441.21
768868.27	-656447.12
768874.42	-656459.63
768877.39	-656465.37
768880.86	-656471.68
768881.24	-656478.62
768881.31	-656486.16
768881.70	-656489.65
768882.44	-656493.54
768881.87	-656496.20
768880.44	-656500.38
768877.90	-656504.41
768874.35	-656507.04
768867.50	-656515.32
768859.79	-656516.93
768854.08	-656522.84
768848.26	-656537.15
768838.70	-656553.02
768838.37	-656555.96
768838.70	-656560.67
768839.95	-656563.93
768845.20	-656571.47
768845.89	-656574.02
768852.07	-656606.79
768852.74	-656609.35
768853.03	-656612.46
768852.69	-656619.49
768853.11	-656622.77
768855.74	-656626.32
768860.26	-656629.57
768872.60	-656634.41
768875.53	-656636.16
768881.82	-656641.24
768886.25	-656643.63
768887.64	-656645.90
768888.43	-656647.46
768890.41	-656652.92
768890.45	-656655.98
768889.10	-656659.61
768888.33	-656662.67
768884.70	-656671.26
768882.33	-656676.09
768880.03	-656681.27
768879.76	-656687.92
768880.82	-656700.97
768888.37	-656739.12
768889.29	-656744.13
768891.30	-656750.84
768893.60	-656752.05
768898.01	-656752.04
768902.71	-656752.47
768908.04	-656753.63
768910.07	-656755.07
768913.08	-656764.20
768911.00	-656775.14
768911.92	-656781.32
768913.84	-656783.75
768915.54	-656784.60
768948.96	-656790.36
768953.68	-656792.48
768955.20	-656795.77
768954.98	-656798.75
768953.80	-656800.99
768945.15	-656812.75
768942.49	-656816.96
768940.75	-656821.10
768939.66	-656826.05
768940.48	-656852.12
768940.91	-656854.67
768942.90	-656858.63
768946.79	-656864.63
768947.28	-656866.80
768948.35	-656868.58
768948.20	-656870.00
768951.43	-656872.42
768965.29	-656894.71
768968.15	-656901.64
768969.39	-656905.91
768970.42	-656915.44
768969.26	-656923.63
768965.69	-656927.36
768962.85	-656927.46
768958.42	-656924.10
768956.35	-656921.26
768951.39	-656917.93
768948.46	-656916.84
768941.65	-656918.10
768936.99	-656919.69
768929.60	-656924.52
768926.88	-656928.58
768924.86	-656935.56
768925.40	-656938.62
768927.21	-656941.09
768929.26	-656942.84
768931.97	-656946.02
768935.27	-656948.17
768947.00	-656952.75
768951.54	-656955.03
768962.66	-656958.40
768964.02	-656961.61
768963.18	-656964.67
768960.90	-656968.63
768947.14	-656990.01
768945.52	-656994.43
768944.34	-656998.87
768944.28	-657002.58
768946.14	-657013.66
768949.52	-657027.09
768952.17	-657034.32
768953.26	-657036.95
768954.01	-657039.64
768954.93	-657041.48
768957.26	-657044.28
768958.92	-657045.63
768961.36	-657048.35
768964.30	-657049.37
768967.59	-657051.51
768969.58	-657053.79
768973.98	-657059.50
768974.89	-657062.17
768975.37	-657064.73
768975.93	-657070.87
768978.53	-657085.47
768981.74	-657098.19
768984.84	-657107.80
768986.40	-657113.41
768987.11	-657118.10
768986.78	-657120.99
768985.42	-657127.42
768977.61	-657159.16
768977.34	-657164.47
768977.48	-657171.19
768977.27	-657174.42
768976.59	-657177.73
768975.77	-657179.86
768973.97	-657182.53
768968.45	-657188.29
768965.85	-657192.07
768963.14	-657197.53
768962.83	-657200.43
768962.68	-657208.04
768963.65	-657218.95
768967.17	-657239.63
768967.59	-657243.10
768967.18	-657244.85
768965.96	-657246.83
768964.20	-657247.88
768959.32	-657249.20
768948.88	-657251.31
768945.17	-657252.83
768944.62	-657259.96
768945.58	-657271.19
768948.78	-657277.35
768950.94	-657279.77
768960.72	-657291.74
768962.89	-657295.59
768963.33	-657297.28
768963.32	-657300.08
768962.43	-657304.12
768960.61	-657314.80
768960.52	-657318.01
768960.08	-657321.32
768960.04	-657324.37
768964.42	-657336.29
768966.54	-657340.13
768978.09	-657354.31
768985.12	-657361.15
768996.97	-657379.77
768999.17	-657381.80
769001.82	-657386.82
769003.91	-657391.89
769004.94	-657395.38
769005.70	-657398.60
769008.94	-657407.97
769011.03	-657412.57
769012.87	-657418.63
769016.19	-657436.39
769018.48	-657446.09
769018.93	-657450.36
769017.67	-657452.79
769016.01	-657454.26
769010.97	-657455.75
769007.59	-657457.33
769004.94	-657459.67
769002.42	-657463.56
769001.18	-657468.05
769000.38	-657472.07
769000.56	-657475.64
769001.89	-657483.10
769003.31	-657487.91
769007.01	-657495.57
769017.02	-657498.62
769024.36	-657502.20
769026.99	-657503.58
769030.96	-657509.06
769038.81	-657523.05
769044.16	-657533.49
769044.75	-657537.83
769045.33	-657543.99
769044.47	-657548.84
769042.06	-657554.33
769040.56	-657556.81
769039.46	-657560.29
769039.73	-657564.79
769040.48	-657567.08
769042.69	-657571.42
769044.83	-657574.77
769048.11	-657578.40
769061.38	-657591.27
769067.13	-657594.95
769068.34	-657596.51
769067.74	-657603.05
769069.03	-657606.58
769068.75	-657609.29
769070.22	-657611.57
769073.79	-657614.42
769079.16	-657618.14
769085.78	-657621.08
769088.30	-657621.64
769096.14	-657621.42
769102.21	-657620.49
769109.88	-657619.98
769112.36	-657619.91
769118.65	-657622.26
769122.68	-657624.67
769124.66	-657626.16
769129.51	-657632.15
769134.02	-657639.15
769139.43	-657650.39
769140.47	-657653.60
769140.47	-657654.88
769139.78	-657655.46
769131.78	-657664.47
769123.46	-657676.88
769119.82	-657682.97
769119.01	-657687.21
769122.06	-657692.35
769130.17	-657697.26
769138.23	-657701.13
769143.63	-657704.67
769144.89	-657706.15
769146.89	-657717.37
769150.45	-657726.74
769152.96	-657731.00
769155.62	-657735.82
769157.39	-657739.25
769159.64	-657742.29
769162.06	-657744.01
769163.85	-657744.56
769169.70	-657744.17
769176.35	-657742.03
769181.44	-657741.90
769184.05	-657742.65
769188.20	-657745.42
769191.65	-657748.57
769193.54	-657752.28
769196.16	-657756.64
769194.61	-657760.82
769185.66	-657772.29
769179.48	-657778.49
769176.12	-657784.88
769173.90	-657790.55
769168.39	-657809.77
769167.72	-657813.44
769168.11	-657822.79
769169.71	-657827.02
769170.62	-657828.70
769174.67	-657831.54
769177.64	-657836.24
769179.33	-657843.38
769180.62	-657851.84
769178.18	-657864.35
769176.20	-657886.69
769176.01	-657891.05
769177.33	-657896.63
769178.95	-657900.00
769183.04	-657906.00
769186.83	-657911.07
769190.69	-657915.08
769192.67	-657916.70
769193.92	-657917.95
769197.21	-657919.47
769203.05	-657920.73
769216.05	-657921.91
769219.88	-657926.78
769221.10	-657936.66
769222.03	-657957.12
769227.08	-657979.00
769236.65	-657984.71
769243.36	-657987.54
769246.95	-657988.08
769251.43	-657989.54
769262.76	-657992.05
769266.33	-657992.59
769271.00	-657992.99
769277.51	-657995.36
769285.86	-657999.72
*	* unknown
739115.00	-664036.58
739117.99	-664051.55
739121.94	-664071.52
739123.16	-664103.24
739119.43	-664112.46
739099.42	-664139.92
739073.75	-664194.64
739067.23	-664206.47
739062.26	-664212.54
739054.79	-664218.36
739048.21	-664221.34
739041.47	-664222.89
739027.76	-664223.58
*	* unknown
752238.46	-659456.64
752161.40	-659499.09
752077.14	-659556.76
751992.17	-659609.04
751935.83	-659630.45
751756.19	-659732.78
751659.52	-659786.74
751514.39	-659867.79
751352.56	-659958.91
751090.31	-660104.67
750933.19	-660163.14
750842.37	-660238.68
750695.04	-660301.75
750533.45	-660368.68
750261.63	-660512.85
750122.33	-660575.52
750031.43	-660618.81
749904.49	-660679.24
749708.28	-660773.52
749593.87	-660827.55
749493.03	-660876.83
749395.73	-660924.38
749361.79	-660940.46
